epoch,train_loss,val_mean_dice,val_dice_RV,val_dice_MYO,val_dice_LV
1,2.1337774232029916,0.10413310958829243,0.2574797998968279,0.03622843502089381,0.01869109384715557
2,1.9174179583787918,0.13808408772541347,0.2758981782477349,0.11371412291191518,0.02463996201659029
3,1.8127738684415817,0.08799973459487472,0.04214657807533513,0.19350086780032144,0.028351757908967556
4,1.7200430527329444,0.35667217397810114,0.38659021095081697,0.33043094400782136,0.3529953669756651
5,1.6288747519254685,0.46938142312477193,0.46306448058749083,0.49319580462761226,0.45188398415921255
6,1.5412679567933083,0.5418100979101533,0.456696729012765,0.4866921382956207,0.6820414264220744
7,1.4583576604723931,0.6505306233496715,0.6011638263706118,0.5779856722801924,0.7724423713982105
8,1.3855042591691018,0.6233253300345192,0.5939359875104856,0.5698792196461,0.7061607829469722
9,1.3102111294865608,0.6695892882222931,0.6268954964354634,0.5896131251007318,0.7922592431306839
10,1.241827952861786,0.6521196958298484,0.6002885060384869,0.6483831644058228,0.7076874170452356
11,1.1788415625691413,0.6727029737473155,0.6199867775896564,0.5956796425394714,0.8024425011128187
12,1.1194910377264022,0.6638261538076525,0.6180811248254031,0.617632022453472,0.7557653141440823
13,1.0650529474020005,0.7390318306162953,0.6904917227104306,0.6697303030639887,0.8568734660744667
14,1.009073182940483,0.7089913955035929,0.6520297915674746,0.6645484769018367,0.8103959180414677
15,0.9626587651669979,0.7160057102009887,0.6588933764927788,0.6454725718824192,0.843651182227768
16,0.9125923909246921,0.7702351696168384,0.7084722211584449,0.7227720692753792,0.8794612184166908
17,0.8654952697455883,0.7195357535034418,0.6491539786569774,0.6730226100422442,0.8364306718111039
18,0.8221781261265277,0.7174547696486115,0.6504651602357626,0.6845859805122018,0.8173131681978703
19,0.7810282409191132,0.7287458560739954,0.6732188742607832,0.6831927167251706,0.8298259772360325
20,0.7440738253295421,0.7363771616170804,0.6775124829262495,0.6626813754439353,0.8689376264810562
21,0.7050752364099026,0.7795186492381617,0.7266920857364312,0.7372133120894432,0.8746505498886108
22,0.6656986624002457,0.7695265280732808,0.6959456265059998,0.72990987226367,0.8827240854501724
23,0.6436204619705677,0.7376598042435945,0.6781911992467939,0.6663426814600826,0.8684455320239067
24,0.6059654951095581,0.7265796223034461,0.6697226574411616,0.6957596625201404,0.8142565469490364
25,0.5657495718449355,0.7967125701407591,0.7514640234410763,0.7457139045000076,0.8929597824811936
