epoch,train_loss,val_mean_dice,val_dice_RV,val_dice_MYO,val_dice_LV
1,2.3226087510585787,0.02888261103877691,0.010480863261000195,0.012967574262074778,0.06319939559325576
2,2.006325547397137,0.03700617169015459,0.0018450495073921048,0.027437252268282464,0.0817362132947892
3,1.9433278456330298,0.06511488547779057,0.0001570572658238234,0.1127935311778856,0.08239406798966228
4,1.8647168174386024,0.13374534415694747,0.002002505676136934,0.32724458491429687,0.07198894188040868
5,1.7952361181378365,0.1421651527886449,0.0019346288127053413,0.35947770600323564,0.06508312354999361
6,1.738699421286583,0.15009559925159316,0.0008281834501758567,0.343669466987194,0.10578914731740952
7,1.6778506010770797,0.25654735573431636,0.0007783736480632796,0.3901355524780229,0.3787281410768628
8,1.6189833879470825,0.35287988752340127,0.020550804294180124,0.48379085869528354,0.55429799958074
9,1.5558483630418778,0.4299569435455245,0.1896489300259418,0.4950032474531326,0.6052186531574989
10,1.4977531090378762,0.5816072244837415,0.5412395027524326,0.4977515123784542,0.7058306583203375
11,1.4370052173733712,0.551927539189152,0.5492610741406679,0.5397084666328738,0.5668130767939147
12,1.3706226080656052,0.6541717418469488,0.6194203462451696,0.6380699016153812,0.7050249776802957
13,1.2898805722594262,0.6704821408474041,0.6303607031877618,0.6487842932343483,0.7323014261201024
14,1.2294426336884499,0.6951773833638678,0.6690366393420846,0.6557023093104363,0.7607932014390826
15,1.1777060836553574,0.5992653175295951,0.5260505853570067,0.5513778197579086,0.7203675474738702
16,1.1329162120819092,0.6776080942091843,0.6471327159553766,0.6211764611303806,0.7645151055417955
17,1.0838059037923813,0.7196870668791234,0.6678953816182911,0.6814598105847836,0.8097060084342956
18,1.04256190136075,0.6955085633633038,0.6735132447443902,0.6570768997073173,0.7559355456382036
19,1.001529446989298,0.6807302659067015,0.5206963882781566,0.6816138349473476,0.8398805744946003
20,0.9627097494900226,0.7387478138009708,0.6917602051049471,0.6779730811715126,0.8465101551264524
21,0.9275219045579434,0.6923541299203255,0.6538137107156217,0.6489819906651974,0.7742666883801576
22,0.8906658306717873,0.7694633329287172,0.7172298094257712,0.7327155821025372,0.858444607257843
23,0.8578224867582321,0.739833182558262,0.7000559857930057,0.7035365886986256,0.8159069731831551
24,0.8230413727462291,0.7449709706008434,0.7014035016298295,0.7115099251270294,0.8219994850456714
